merchant,cc_num,trans_date_trans_time,amt_cop,is_fraud,trans_counter,total_amt,fraud_counter,fraud_amt,dist_card
"fraud_Hintz, Bauch and Smith",4379260813815979609,2020-11-20 20:02:59,24054.76624668,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3500969075198072,2020-08-12 18:57:56,38687.3994015,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3500969075198072,2020-06-27 15:40:24,23497.428888000002,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",639023984367,2020-08-30 21:22:09,45145.011778320004,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4427805710168,2020-09-16 14:30:04,40959.021195,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3540210836308425,2020-08-03 15:46:20,316493.54652278003,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",213195754007681,2020-10-31 12:25:59,214140.67738049998,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",2285066385084291,2020-10-22 13:06:57,72593.00850948,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3514897282719543,2020-07-23 21:17:14,310764.76964394,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",36153880429415,2020-10-06 12:18:47,2812.7958615000002,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30427035050508,2020-11-02 18:38:05,30268.462912080002,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",2233882705243596,2020-06-28 22:39:52,7012.27503132,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3502377050801561,2020-07-02 18:38:34,129752.5210991,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30501624614310,2020-07-01 18:04:03,76226.93414158,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30235438713303,2020-12-04 19:31:10,68145.58853044,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30238755902988,2020-09-04 16:37:20,23617.4473305,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",342360239917375,2020-09-12 22:50:02,108734.644473,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",2283743876903625,2020-06-29 19:15:26,313372.6456858,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4826655832045236,2020-10-31 13:10:29,7888.484902499999,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4826655832045236,2020-08-23 20:44:50,19195.67775074,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30044330818990,2020-12-02 13:54:43,295801.54645294,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30344654314976,2020-12-28 17:48:59,8687.153083500001,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3523843138706408,2020-10-16 15:27:27,121715.13264221999,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",571844099986,2020-08-08 13:01:07,16579.513807720003,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",30273037698427,2020-11-27 19:03:31,15792.244879500002,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4119762878330989,2020-10-06 14:19:06,186997.53782124002,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4958589671582726883,2020-08-05 20:31:58,283198.27199274,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3561212938177173,2020-10-03 12:35:14,15780.997005660001,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4745996322265,2020-11-17 16:09:23,156002.28978274,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3586008444788268,2020-08-02 19:31:42,146468.57900676,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",343464013864032,2020-10-12 21:16:05,1758.8157210000002,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",2254917871818484,2020-10-25 19:46:41,448785.60200448,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",3558652751678952,2020-07-04 12:12:37,11895.4307111,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4149635823017,2020-11-14 14:55:06,43309.246346780004,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4689147265057948423,2020-08-21 18:18:37,23418.871361999998,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4555104582813474,2020-08-21 12:04:31,64655.16457092001,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",6011252220172077,2020-10-26 19:43:48,10944.52896256,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4797297220948468262,2020-10-26 13:33:42,2985.1859879999997,1,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4807552641361,2020-09-22 17:14:04,65280.8066014,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",2318062975163331,2020-09-22 19:00:29,148944.27218424,0,88,10644808.46918878,57,6995083.94207118,84
"fraud_Hintz, Bauch and Smith",4874017206859125,2020-07-28 13:13:54,134583.50458648,0,88,10644808.46918878,57,6995083.94207118,84
fraud_Lebsack and Sons,342952484382519,2020-09-03 11:44:57,13082.132275560001,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30546453310167,2020-08-25 06:08:36,7238.203159500001,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,60416207185,2020-12-25 04:09:52,1568.9683665,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,36485887555770,2020-07-06 20:46:36,475189.21647990006,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,180048185037117,2020-12-08 03:51:50,2169278.3479801198,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,5456776410929288,2020-12-22 07:30:37,8293.90085444,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,180011453250192,2020-12-11 07:38:35,100341.45670422,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30270432095985,2020-07-27 05:06:03,1595.1542084999999,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,38797410705641,2020-07-29 05:19:53,471256.02638398006,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,374656033243756,2020-08-07 08:51:33,3098.6579699999998,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3535808924394848,2020-07-20 04:27:11,25579.203327,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,180072527505094,2020-12-14 04:51:22,83304.05211258,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3556613125071656,2020-08-26 16:28:54,36056.738072399996,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30518206766474,2020-12-01 02:55:32,18462.69881664,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,36722699017270,2020-07-15 09:00:53,25560.7697979,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30446018552504,2020-10-22 01:00:01,2049.0421365,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3583635130604947,2020-12-01 06:44:38,189693.01721514002,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4169759661243568,2020-09-22 08:20:16,21931.80999138,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,6011693194885790,2020-11-27 16:30:07,2175.6070395,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,180040027502291,2020-12-29 02:59:30,26249.76868364,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4777065439639721,2020-07-23 10:38:56,78411.0571095,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4926376199189801,2020-07-08 10:17:09,194047.9999875,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,2242542703101233,2020-12-30 20:27:42,350566.943332,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,2269768987945882,2020-08-25 00:24:23,35439.3281739,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,6011893664860915,2020-09-14 00:40:34,68791.305687,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3543591270174051,2020-10-20 00:13:42,4702.727288600001,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4449530933957323,2020-12-08 04:47:27,22930.068978,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4128027264554082,2020-10-20 03:56:54,7054.0909329,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,5289285402893489,2020-08-16 01:08:10,2310.9005564999998,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3585052663373890,2020-09-17 11:48:28,31679.28109866,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,180046617132290,2020-12-12 04:39:31,28814.892659240002,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4040099974063068803,2020-08-04 09:28:28,26046.184176,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,377026671291680,2020-12-10 10:25:23,34484.41581858,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,377026671291680,2020-09-14 04:08:57,752479.11824226,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4653879239169997,2020-09-19 14:03:50,77629.0045714,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4707867759656333,2020-06-28 10:05:21,7145.41949394,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,375974680629816,2020-12-15 08:03:20,581796.92016186,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,502012776709,2020-11-05 00:58:11,200249.27178048,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30118423745458,2020-06-22 05:21:56,32619.82655638,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,676369110710,2020-11-10 06:18:45,4526.9117290799995,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4147608975828480,2020-11-17 01:14:26,43863.61998276,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,6547670341037171,2020-09-13 04:17:49,1536209.99692058,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30044330818990,2020-10-30 02:27:24,842.311251,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,30364087349027,2020-06-30 10:00:20,59168.859703840004,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,213125815021702,2020-09-26 11:14:45,10346.00003492,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4302475216404898,2020-06-30 09:19:14,1790200.02257124,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,676309913934,2020-12-17 09:27:22,23255.89947096,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,676309913934,2020-12-20 06:14:38,875.0435534999999,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,630451534402,2020-12-13 00:31:56,47540.29768112,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,341283058448499,2020-11-03 09:31:54,108734.644473,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3565943051129759,2020-12-15 00:22:02,7828.75751298,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3560725013359375,2020-09-08 07:13:13,707.017734,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,4128730454058057622,2020-11-10 01:48:47,18329.554354019998,1,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,213199865312311,2020-10-10 22:47:11,184813.1263755,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,3564182536169293,2020-08-10 05:11:07,4571.29321662,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Lebsack and Sons,36890292963032,2020-12-30 08:07:16,37194.2976462,0,56,10098211.18239142,30,7071545.60266154,54
fraud_Kutch Group,342952484382519,2020-12-23 10:31:32,178318.86837046,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,577588686219,2020-08-26 07:37:02,90078.60360982,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,6538891242532018,2020-08-01 03:38:58,39152.01969688,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4587657402165341815,2020-11-23 00:40:46,3493.6277535000004,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4587657402165341815,2020-09-26 00:42:41,272159.65381116,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4841313716651064,2020-06-28 10:31:39,204354.8767228,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,6011504998544485,2020-09-28 02:52:41,213918.7699428,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4989847570577635369,2020-12-28 11:27:02,10299.76452,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,340953839692349,2020-11-17 00:36:20,337388.06827908,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,6011724471098086,2020-12-15 10:20:51,28812.46193,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4426075337087318654,2020-12-23 05:00:08,25651.32324968,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,30131826429364,2020-08-18 01:13:21,41424.08812336,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,374497717543058,2020-11-20 10:38:08,9579.653865,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,30029052116970,2020-08-15 09:20:13,380578.89384652,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4900628639996,2020-12-13 02:37:56,21074.257868800003,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4044436772018844508,2020-09-05 10:49:04,21555.312273,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4181833256558613886,2020-10-22 04:05:43,213608.09953002,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,38530489946071,2020-07-02 09:45:45,5560.127118,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,30360260465747,2020-07-23 00:20:58,114404.52931176001,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,2269768987945882,2020-12-15 10:56:51,310093.45344198,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,213155997615567,2020-07-19 06:13:56,12425.182029,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,213155997615567,2020-08-08 03:18:33,199908.66183176,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,6011893664860915,2020-12-11 00:00:35,6777.768771,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4451952084362894,2020-08-18 10:39:21,12588.8435415,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4451952084362894,2020-11-06 08:40:35,243729.52974825999,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4503101193493052864,2020-09-13 02:23:11,15048.130535999999,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,3524574586339330,2020-11-05 00:08:59,178532.62870176,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4809701904914,2020-07-29 10:00:47,12820.1518125,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,372520049757633,2020-07-01 05:00:53,11385.038528340001,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,30199621383748,2020-12-09 05:50:03,381370.12243122,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,371226440126102,2020-07-04 05:58:29,50487.66543334,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,2266735643685262,2020-07-31 09:18:03,145613.53768156,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4958589671582726883,2020-12-13 08:24:00,326958.41870718,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,6593250708747804,2020-10-02 00:48:06,36830.558478520004,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,6011948324228984,2020-08-17 04:10:18,45128.547514360005,0,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4716561796955522,2020-09-29 02:23:24,242234.15899332,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4716561796955522,2020-07-24 06:50:01,331927.04244264,1,38,4799496.52645038,22,2578240.74294866,34
fraud_Kutch Group,4220345354880,2020-09-04 02:42:25,24224.0860035,0,38,4799496.52645038,22,2578240.74294866,34
"fraud_Johnson, Runolfsdottir and Mayer",342952484382519,2020-08-11 00:59:21,13894.421534500001,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",6538891242532018,2020-12-07 10:15:13,291275.70272501995,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",36485887555770,2020-07-12 12:39:00,395971.63183187996,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",630423337322,2020-08-31 05:07:33,2823.62126914,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",630423337322,2020-12-20 07:06:54,68275.04981722,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",213141712584544,2020-07-03 08:31:13,7112.562030720001,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",570273151375,2020-08-04 00:42:23,3589.2095432800006,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3596217206093829,2020-08-27 02:18:57,1008.1549170000001,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",6011348830550197,2020-07-17 04:13:56,1571.1505200000001,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4792627764422477317,2020-10-27 02:50:07,547534.41178098,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",6550399784335736,2020-08-19 00:21:40,2691.9071574600002,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",5152054598359927,2020-08-16 22:57:38,41041.9836096,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",30371006069917,2020-07-07 07:39:14,1567504.5094229,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",213161869125933,2020-11-07 10:13:47,3128.2101524,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4334230547694630,2020-07-13 06:12:32,1099241.12767712,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",213126662687660,2020-11-10 06:04:07,12697.363679220001,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4634955908138648,2020-12-14 09:13:35,84191.68186337998,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",567868110212,2020-12-10 08:13:58,227588.26810512,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",375082648741747,2020-09-28 08:25:24,44780.920927859996,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3517527805128735,2020-09-07 09:12:00,401484.65424766,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",2703186189652095,2020-09-08 08:24:18,35449.0836075,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4761403817546679245,2020-12-23 06:09:53,26713.268275100003,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4277232699798846,2020-07-21 03:45:52,7308.032071500001,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",30175986190993,2020-12-14 08:53:45,152640.19117315998,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3540210836308425,2020-08-12 04:51:03,328999.96713401994,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3566094707272327,2020-12-18 08:05:28,329490.17466581997,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3524574586339330,2020-11-13 01:13:28,1335147.0292998,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4586810168620942,2020-08-27 17:22:06,225645.40572028002,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4488941175228467,2020-09-06 02:33:38,16283.229417,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4364010865167176,2020-07-27 15:09:28,936398.5072927801,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4505383113689,2020-12-27 10:39:51,41629.83531252,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3589289942931264,2020-07-29 07:14:22,316.4122575,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",340103199302564,2020-06-23 10:07:20,4107.833858020001,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3525590521269779,2020-12-05 04:28:08,436.4307,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4992346398065154184,2020-09-07 11:58:02,44115.19861476,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4769426683924058915,2020-12-01 07:06:10,1385.6674725,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",373213026644490,2020-12-10 14:20:44,402650.03940576,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",6554245334757802,2020-06-22 02:09:50,7038.472842900001,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4355790796238264643,2020-12-21 03:51:38,979.62370562,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4279161831637,2020-12-10 18:22:04,20669.357952,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",340951438290556,2020-07-23 10:07:46,172632.84355788003,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",375904527651269,2020-06-23 06:13:35,25563.73682304,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",3537797820923602,2020-11-24 00:58:54,78987.3063481,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",6544734391390261,2020-09-20 22:35:26,1117.262592,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",342035762534413,2020-07-13 16:19:11,76320.09558657999,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",30442439074871,2020-12-28 09:16:21,71212.397319,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",38052002992326,2020-08-14 17:34:43,55210.57049976,1,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",4969856774088583,2020-12-04 09:11:28,1745035.70858526,0,49,10993424.54732648,25,5017686.99741312,48
"fraud_Johnson, Runolfsdottir and Mayer",30181367542315,2020-08-11 10:40:58,32534.32242386,0,49,10993424.54732648,25,5017686.99741312,48
fraud_Corwin-Romaguera,342952484382519,2020-08-28 22:16:00,5215.75208372,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,30546453310167,2020-12-20 19:54:21,964.511847,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,2254799658404120,2020-11-10 20:29:20,883.7721674999999,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4265776278887457,2020-12-18 13:22:57,652.4638965,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,377654590313960,2020-11-24 17:00:00,35954.48772466,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,2512312531485080,2020-12-11 20:38:42,8565.62709522,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,374656033243756,2020-12-13 21:17:23,18773.36922942,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4908846471916297,2020-08-31 22:54:39,17699.35543164,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,3577578023716568,2020-11-22 15:32:25,6528.08066014,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4428154703770710,2020-10-19 20:13:18,4050.20893416,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,38580485618059,2020-09-21 23:41:31,1870.1055495,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,36722699017270,2020-09-13 21:26:37,4494.74406108,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4926376199189801,2020-10-01 19:27:48,1407.6945685800001,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,30030380240193,2020-06-29 17:58:25,125628.7591485,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,345060451158891,2020-10-02 13:46:31,25950.504219820003,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,3500969075198072,2020-12-30 15:11:19,2025.0384479999998,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,2233882705243596,2020-12-22 21:39:10,137020.3723633,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4344955088481397,2020-07-23 20:50:03,2116863.81119538,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4956828990005111019,2020-09-18 17:10:39,31155.804253079998,1,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,4992346398065154184,2020-07-20 16:00:13,17841.357991079996,0,35,2776914.56041726,14,255784.17197652,34
fraud_Corwin-Romaguera,6569097840281287,2020-11-01 13:42:01,18329.554354019998,0,35,2776914.56041726,14,255784.17197652,34
